DateTime,Title,Categories,Sentiment,Relevance,Keywords
2024-05-28T23:55:17Z,A New Partnership Or 'Our Man In Africa'? - OpEd,Society,0.1529411764705881,1,"partnership, africa, man, new, oped"
2024-05-28T23:55:10Z,New report reveals climate change causing more extreme heat in Illinois,Business,0.2549019607843137,1,"climate, heat, illinois, extreme, change"
2024-05-28T23:54:53Z,Kavinder terms 10 years of Modi Govt as golden period in Indian history,Society,0.388235294117647,1,"modi, kavinder, indian, govt, history"
2024-05-28T23:54:38Z,Tonic.ai Launches World's First Secure Unstructured Data Lakehouse for LLMs,Computers,0.3568627450980393,1,"llms, data, lakehouse, unstructured, secure"
2024-05-28T23:54:37Z,Secure Borders - Accelerated Growth,Science,0.1215686274509804,1,"borders, secure, growth, accelerated"
2024-05-28T23:54:25Z,Gianni Caproni Museum of Aeronautics: What's on Display at Italy's Oldest Aviation Museum?,Science,0.0901960784313724,1,"museum, caproni, aeronautics, italy, aviation"
2024-05-28T23:54:22Z,"Adam Neumann loses WeWork buyback to Masayoshi Son, Softbank - Fast Company",Society,0.0039215686274509,1,"neumann, buyback, wework, softbank, adam"
2024-05-28T23:53:43Z,"If AI can do your job, maybe it can also replace your CEO",Business,0.1450980392156862,2,"ai, ceo, replace, maybe, job"
2024-05-28T23:53:33Z,"Sanlorenzo CEO Massimo Perotti's Innovative, Strategic, Italian Style",Recreation,0.6392156862745098,2,"massimo, perotti, sanlorenzo, italian, ceo"
2024-05-28T23:53:31Z,'Provide incentives for healthcare staff',Health,0.1450980392156862,1,"incentives, healthcare, staff, provide"
2024-05-28T23:53:29Z,Top 6 Cryptocurrencies of 2024: BlockDAG's Remarkable $34.7M Fundraising & Anticipated 800% Price Rise Outshines Others,Business,0.4352941176470588,7,"cryptocurrencies, fundraising, blockdag, 2024, 800"
2024-05-28T23:53:29Z,Cyberharassment: Orange and the UNSS mobilize young Gard athletes at Grau-du-Roi - The Bobr Times,Sports,0.2156862745098038,4,"athletes, cyberharassment, grau, gard, young"
2024-05-28T23:52:47Z,When the CEA puts innovation and technology within reach of Béziers businesses - The Bobr Times,Science,0.3490196078431373,4,"innovation, businesses, béziers, technology, bobr"
2024-05-28T23:52:39Z,"Lucid CEO Says Tesla ""Seems to be Distracted"", ""Kind of Losing Its Way"" - EV",Science,-0.0196078431372549,5,"tesla, ev, ceo, lucid, distracted"
2024-05-28T23:52:15Z,"Hitachi, Google Cloud Sign Deal to Bring AI to Businesses",Business,0.4039215686274509,2,"hitachi, cloud, ai, sign, businesses"
2024-05-28T23:52:01Z,Is the U.S. Air Force's NGAD Fighters and B-21 Bombers Worth the Cost?,Science,0.3019607843137255,4,"bombers, cost, fighters, ngad, worth"
2024-05-28T23:51:17Z,Read more,Health,0.2313725490196079,2,read
2024-05-28T23:50:04Z,THE AUSER TIMES,Society,-0.1450980392156863,2,"times, auser"
2024-05-28T23:49:57Z,'They need to step up': Retired FBI Special Agent speaks on current Ascension cybersecurity attack,Computers,-0.1294117647058823,1,"cybersecurity, fbi, agent, attack, retired"
2024-05-28T23:49:52Z,Coal India Ltd incorporates Bharat Coal Gasification & Chemicals Limited for coal gasification projects | Kolkata News - Times of India,Business,0.0823529411764705,2,"gasification, bharat, coal, kolkata, india"
2024-05-28T23:48:42Z,NASCAR entry lists for Gateway and Portland,Sports,0.1529411764705881,1,"nascar, gateway, portland, entry, lists"
2024-05-28T23:48:17Z,AI headphones let you hear just one voice in a crowd - ExBulletin,Computers,0.192156862745098,1,"headphones, voice, ai, exbulletin, crowd"
2024-05-28T23:48:15Z,"ABB donates $100,000 to Fort Smith Boys and Girls Club for STEAM Lab - Talk Business & Politics",Science,0.1372549019607843,4,"abb, donates, club, business, 000"
2024-05-28T23:48:10Z,Netflix CEO Ted Sarandos says showrunners and screenwriters better start using AI -- or else someone who does will take their job,Arts,0.3254901960784313,5,"screenwriters, ai, showrunners, netflix, ceo"
2024-05-28T23:47:48Z,Packaging Tape Innovations: Advanced Solutions for Secure Shipping,Business,0.2470588235294118,2,"packaging, tape, shipping, secure, innovations"
2024-05-28T23:47:45Z,"Hassle-free! President Joko Widodo launches ""INA Digital"", which becomes GovTech and accelerates the integration of various services - El Jabar - ExBulletin",Shopping,0.1450980392156862,1,"widodo, joko, digital, jabar, ina"
2024-05-28T23:47:20Z,"ASU criminology, public affairs schools collaborate to serve community",Science,0.2470588235294118,1,"criminology, schools, asu, community, public"
2024-05-28T23:46:29Z,Tech to detect odour on trains,Business,0.0196078431372548,1,"odour, trains, detect, tech"
2024-05-28T23:46:29Z,New age prostate therapy at MCH,Health,0.1450980392156862,5,"prostate, mch, therapy, new, age"
2024-05-28T23:46:28Z,TÃ¼rkiye's Space Projects Facilitate Reverse Brain Drain: Expert,Science,0.2470588235294118,4,"brain, space, drain, reverse, projects"
2024-05-28T23:46:28Z,"Campaigns go hi-tech with drones, cams",Society,0.1215686274509804,1,"drones, campaigns, cams, tech, hi"
2024-05-28T23:46:28Z,The Conjuring 3 Streaming Platforms: Samba TV's Impact,Arts,0.3333333333333333,4,"samba, streaming, tv, platforms, conjuring"
2024-05-28T23:46:02Z,Prince Albert police chief sees a steadier course for the once-embattled service,Society,-0.2235294117647059,1,"prince, chief, steadier, albert, police"
2024-05-28T23:46:01Z,Former OpenAI Safety Head Jan Leike Joins Anthropic,Computers,0.1529411764705881,2,"leike, openai, jan, anthropic, head"
2024-05-28T23:45:40Z,2023 Census data shows impact of Covid,Society,0.0509803921568627,1,"covid, census, 2023, impact, data"
2024-05-28T23:45:19Z,CHELSIO ANNOUNCES PARTICIPATION AT COMMUNICASIA 2024,Computers,0.3803921568627451,2,"chelsio, communicasia, 2024, participation, announces"
2024-05-28T23:44:52Z,JOYY Reports First Quarter 2024 Unaudited Financial Results,Health,0.5058823529411764,4,"joyy, financial, reports, quarter, results"
2024-05-28T23:44:47Z,"PRESS RELEASE, Wed, 29 May 2024 - 00:01 HRS (Irish Time) - Data Protection Commission publishes 2023 Annual Report",Society,-0.0352941176470588,1,"2023, publishes, irish, release, 2024"
2024-05-28T23:44:38Z,Demolition of historic Jaggar Museum begins,Recreation,-0.0274509803921568,1,"jaggar, museum, demolition, historic, begins"
2024-05-28T23:44:30Z,"Oregon Safe, Quick LASIK Procedure Helps Fix Short-Sighted & Far-Sighted Vision!",Health,0.5529411764705883,1,"lasik, sighted, vision, oregon, procedure"
2024-05-28T23:44:30Z,The Best Episode From Each Season of 'Black Mirror',Arts,0.4823529411764707,4,"episode, mirror, best, season, black"
2024-05-28T23:44:23Z,ST Engineering iDirect Next-Generation Hub Infrastructure Selected for Indonesia's First Multifunction Satellite,Science,0.1686274509803922,5,"satellite, indonesia, infrastructure, st, hub"
2024-05-28T23:43:54Z,Nine mastheads launch editorial series to help readers boost super,Shopping,0.6627450980392158,1,"mastheads, super, readers, editorial, series"
2024-05-28T23:43:48Z,NXP Semiconductors (NXPI) Laps the Stock Market: Here's Why,Business,0.3254901960784313,2,"nxpi, nxp, stock, market, semiconductors"
2024-05-28T23:42:48Z,OpenAI Lines up GPT-4 Successor Amid Safety Concerns   | Cardano News OpenAI | CryptoRank.io,Science,0.419607843137255,1,"openai, gpt, cardano, cryptorank, io"
2024-05-28T23:42:38Z,Travelers concerned about flying due to multiple airline mishaps,Society,-0.0039215686274509,1,"airline, flying, travelers, mishaps, multiple"
2024-05-28T23:42:13Z,Obayashi :  Notice of Convocation of the 120th Ordinary General Meeting of Shareholders,Society,0.584313725490196,1,"shareholders, obayashi, meeting, notice, general"
2024-05-28T23:42:13Z,'Going to be a frenzy over here': Activate Games makes leap to U.K.,Games,0.3333333333333333,1,"activate, leap, frenzy, games, going"
2024-05-28T23:41:50Z,WM opens $55 million RNG facility in Dallas area | Biomass Magazine,Science,0.6235294117647059,1,"wm, rng, facility, biomass, opens"
2024-05-28T23:41:38Z,NE China's Shenyang develops biomedicine and medical equipment industries,Business,0.4039215686274509,9,"biomedicine, shenyang, china, industries, medical"
2024-05-28T23:41:27Z,BJD vs BJP battle in Jajpur LS seat,Society,0.1607843137254903,1,"jajpur, bjd, bjp, battle, seat"
2024-05-28T23:41:09Z,'They sound convincing': Douglas County Sheriff's Office warns of phone spoofing scam,Society,0.0509803921568627,2,"spoofing, scam, sheriff, convincing, county"
2024-05-28T23:40:40Z,How Major US Stock Indexes Fared May 28,Business,0.0901960784313724,1,"indexes, stock, 28, fared, major"
2024-05-28T23:40:21Z,Center Line Public Schools set to reopen after cyberattack,Society,0.0980392156862746,2,"cyberattack, schools, reopen, center, public"
2024-05-28T23:40:03Z,AI darling Nvidia's market value surges closer to Apple,Business,0.2705882352941176,1,"nvidia, apple, market, surges, ai"
2024-05-28T23:39:39Z,Climate debate intertwined with cost-of-living concerns as EU elections loom,Business,0.1137254901960785,1,"climate, debate, eu, elections, cost"
2024-05-28T23:39:20Z,How our science stays in touch with society,Science,0.2862745098039217,5,"science, society, touch, stays"
2024-05-28T23:39:18Z,Forestry Industry Vital For Local Economy And Beyond,Science,0.0352941176470589,4,"forestry, industry, economy, local, vital"
2024-05-28T23:38:52Z,The grant support available to landowners for tree projects - Farmers Weekly,Shopping,0.5215686274509803,1,"landowners, farmers, grant, tree, projects"
2024-05-28T23:38:40Z,Don't throw away your TV -- try these 5 things instead,Shopping,0.3098039215686275,1,"tv, try, throw, things, don"
2024-05-28T23:38:21Z,Upstart holdings corporate controller sells over $52k in company stock By Investing.com,Business,0.2313725490196079,1,"stock, upstart, holdings, investing, sells"
2024-05-28T23:37:20Z,Estate agency to disappear from high street and become online only - Property Industry Eye,Business,0.192156862745098,2,"estate, agency, disappear, street, property"
2024-05-28T23:37:08Z,UAE president's visit focuses on defense investment and cooperation,Business,0.2784313725490195,1,"uae, visit, investment, cooperation, defense"
2024-05-28T23:36:56Z,Twins current and past speak well of retired MLB umpire Angel Hernandez,Sports,0.0745098039215685,1,"hernandez, umpire, twins, angel, mlb"
2024-05-28T23:36:51Z,"Toronto spews out 4,000 tonnes of plastic a year into the environment, so why don't we measure it like greenhouse gas emissions?",Business,-0.1215686274509804,1,"emissions, greenhouse, environment, toronto, plastic"
2024-05-28T23:36:43Z,Semiconductor Agreement at Japan-U.S. Summit,Business,0.0823529411764705,1,"semiconductor, agreement, japan, summit"
